"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","IWH","IWD","IWA","PSH","PSD","PSA","WHH","WHD","WHA","VCH","VCD","VCA","PSCH","PSCD","PSCA","hodds_mean","dodds_mean","aodds_mean","HomeTeam.Augsburg","HomeTeam.Bayern.Munich","HomeTeam.Bielefeld","HomeTeam.Darmstadt","HomeTeam.Dortmund","HomeTeam.Ein.Frankfurt","HomeTeam.FC.Koln","HomeTeam.Fortuna.Dusseldorf","HomeTeam.Freiburg","HomeTeam.Hamburg","HomeTeam.Hannover","HomeTeam.Hertha","HomeTeam.Hoffenheim","HomeTeam.Ingolstadt","HomeTeam.Leverkusen","HomeTeam.M.gladbach","HomeTeam.Mainz","HomeTeam.Nurnberg","HomeTeam.Paderborn","HomeTeam.RB.Leipzig","HomeTeam.Schalke.04","HomeTeam.Stuttgart","HomeTeam.Union.Berlin","HomeTeam.Werder.Bremen","HomeTeam.Wolfsburg","AwayTeam.Augsburg","AwayTeam.Bayern.Munich","AwayTeam.Bielefeld","AwayTeam.Darmstadt","AwayTeam.Dortmund","AwayTeam.Ein.Frankfurt","AwayTeam.FC.Koln","AwayTeam.Fortuna.Dusseldorf","AwayTeam.Freiburg","AwayTeam.Hamburg","AwayTeam.Hannover","AwayTeam.Hertha","AwayTeam.Hoffenheim","AwayTeam.Ingolstadt","AwayTeam.Leverkusen","AwayTeam.M.gladbach","AwayTeam.Mainz","AwayTeam.Nurnberg","AwayTeam.Paderborn","AwayTeam.RB.Leipzig","AwayTeam.Schalke.04","AwayTeam.Stuttgart","AwayTeam.Union.Berlin","AwayTeam.Werder.Bremen","AwayTeam.Wolfsburg","FTHG0","FTHG1","FTHG2","FTHG3","FTHG4","FTHG5","FTHG6","FTHG7","FTHG8","FTAG0","FTAG1","FTAG2","FTAG3","FTAG4","FTAG5","FTAG6"
"140","D1","12/12/15","Leverkusen","M'gladbach","5","0","H",1,0,"H",14,6,6,2,13,19,4,2,0,2,0,0,1.95,3.75,3.75,2,3.6,3.7,2.1,3.3,3.3,1.99,3.92,3.81,2,3.5,3.6,2,3.8,3.6,1.76,4.15,4.76,1.97142857142857,3.71714285714286,3.78857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"141","D1","12/12/15","Werder Bremen","FC Koln","1","1","D",1,0,"H",10,12,6,3,17,9,6,4,3,2,0,0,2.5,3.3,2.88,2.5,3.3,2.7,2.5,3.3,2.65,2.51,3.47,3.01,2.5,3.3,2.8,2.45,3.5,2.88,2.77,3.43,2.72,2.53285714285714,3.37142857142857,2.80571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"142","D1","12/12/15","Wolfsburg","Hamburg","1","1","D",0,1,"A",19,5,9,4,11,21,10,4,1,4,0,0,1.57,4.2,5.75,1.6,4,5.75,1.6,3.7,5.4,1.58,4.44,6.2,1.6,3.75,6,1.55,4.4,6,1.59,4.32,6.23,1.58428571428571,4.11571428571429,5.90428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"143","D1","13/12/15","Augsburg","Schalke 04","2","1","H",1,0,"H",22,15,6,5,17,12,6,5,2,1,0,0,2.63,3.5,2.63,2.7,3.3,2.65,2.6,3.2,2.6,2.74,3.51,2.7,2.62,3.3,2.62,2.63,3.6,2.6,2.88,3.54,2.56,2.68571428571429,3.42142857142857,2.62285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"144","D1","13/12/15","Dortmund","Ein Frankfurt","4","1","H",1,1,"D",24,3,11,2,4,3,14,1,0,0,0,1,1.17,8,15,1.18,7.5,15,1.2,5.8,13,1.18,9,16,1.17,7.5,15,1.15,9,17,1.15,9.95,19,1.17142857142857,8.10714285714286,15.7142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"145","D1","18/12/15","Schalke 04","Hoffenheim","1","0","H",1,0,"H",16,18,3,1,14,11,3,1,1,2,0,0,1.67,4,5,1.7,3.8,5,1.8,3.5,4.2,1.69,4.19,5.22,1.7,3.8,4.8,1.67,4.2,5,1.66,4.28,5.47,1.69857142857143,3.96714285714286,4.95571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"146","D1","19/12/15","Ein Frankfurt","Werder Bremen","2","1","H",1,1,"D",16,11,6,4,14,20,6,3,3,5,0,0,2.25,3.4,3.2,2.3,3.25,3.1,2.3,3.3,2.9,2.22,3.63,3.4,2.25,3.2,3.3,2.2,3.6,3.2,2.21,3.7,3.37,2.24714285714286,3.44,3.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"147","D1","19/12/15","FC Koln","Dortmund","2","1","H",0,1,"A",14,14,6,3,10,15,6,6,3,1,0,0,7,4.75,1.44,6.25,4.75,1.48,6.1,4,1.5,6.82,4.72,1.51,6,4.33,1.5,7,4.75,1.45,6.44,4.37,1.57,6.51571428571429,4.52428571428571,1.49285714285714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"148","D1","19/12/15","Hamburg","Augsburg","0","1","A",0,0,"D",14,17,2,7,13,14,4,6,0,2,0,0,2.4,3.3,3,2.35,3.25,2.95,2.3,3.3,2.9,2.38,3.38,3.29,2.4,3.2,3,2.38,3.4,3.1,2.44,3.38,3.18,2.37857142857143,3.31571428571429,3.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"149","D1","19/12/15","Hannover","Bayern Munich","0","1","A",0,1,"A",6,20,1,11,10,10,5,5,0,0,0,0,15,6.5,1.2,13.5,6.25,1.22,10.3,5.5,1.25,17.1,7.29,1.21,13,6,1.22,15,7,1.2,15.8,7.05,1.23,14.2428571428571,6.51285714285714,1.21857142857143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"150","D1","19/12/15","Ingolstadt","Leverkusen","0","1","A",0,0,"D",11,9,3,2,12,18,6,3,2,3,0,0,4.75,3.5,1.8,4.5,3.7,1.8,3.8,3.45,1.9,4.87,3.68,1.84,4.5,3.4,1.83,4.6,3.7,1.8,5.38,3.64,1.79,4.62857142857143,3.58142857142857,1.82285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"151","D1","19/12/15","Stuttgart","Wolfsburg","3","1","H",2,1,"H",9,17,6,7,7,10,1,3,1,1,1,0,3.5,3.6,2,3.4,3.6,2.1,3.1,3.3,2.2,3.53,3.71,2.14,3.2,3.6,2.15,3.3,3.7,2.15,3.54,3.77,2.12,3.36714285714286,3.61142857142857,2.12285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"152","D1","20/12/15","Hertha","Mainz","2","0","H",1,0,"H",7,5,5,0,14,12,6,2,0,0,0,0,2.15,3.4,3.4,2.15,3.3,3.3,2.2,3.3,3.1,2.17,3.44,3.72,2.15,3.3,3.4,2.15,3.5,3.5,2.22,3.41,3.61,2.17,3.37857142857143,3.43285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"153","D1","20/12/15","M'gladbach","Darmstadt","3","2","H",1,1,"D",13,15,5,6,12,20,1,5,1,4,1,0,1.5,4.33,6.5,1.5,4.33,5.75,1.5,4,6.1,1.54,4.46,6.82,1.5,4,7,1.5,4.5,6.5,1.6,4.36,6.05,1.52,4.28285714285714,6.38857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"154","D1","22/01/16","Hamburg","Bayern Munich","1","2","A",0,1,"A",7,20,1,5,21,11,2,7,4,2,0,0,13,6.5,1.22,11.5,6.75,1.24,9,5,1.3,16.2,7.3,1.22,13,6,1.22,15,7.5,1.18,16,7.17,1.22,13.3857142857143,6.60285714285714,1.22857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"155","D1","23/01/16","FC Koln","Stuttgart","1","3","A",1,1,"D",15,16,4,8,9,13,8,5,0,1,0,0,2.15,3.5,3.3,2.15,3.3,3.3,2.3,3.3,2.9,2.23,3.53,3.47,2.25,3.2,3.3,2.2,3.5,3.3,2.12,3.61,3.68,2.2,3.42,3.32142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"156","D1","23/01/16","Hannover","Darmstadt","1","2","A",1,1,"D",13,13,5,5,13,21,6,4,2,5,0,0,2.3,3.3,3.2,2.25,3.3,3.1,2.1,3.3,3.3,2.26,3.37,3.56,2.3,3.2,3.2,2.25,3.3,3.4,2.44,3.32,3.23,2.27142857142857,3.29857142857143,3.28428571428571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"157","D1","23/01/16","Hertha","Augsburg","0","0","D",0,0,"D",12,11,2,5,15,19,6,2,2,3,0,0,2.2,3.3,3.4,2.2,3.3,3.2,2.3,3.2,3,2.23,3.36,3.64,2.3,3.2,3.2,2.15,3.4,3.5,2.11,3.48,3.87,2.21285714285714,3.32,3.40142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"158","D1","23/01/16","Hoffenheim","Leverkusen","1","1","D",1,0,"H",5,17,3,8,16,15,2,9,2,2,0,0,4.33,3.8,1.8,4.33,3.75,1.8,3.8,3.45,1.9,4.77,4.03,1.78,4.5,3.4,1.83,4.6,4,1.75,5.36,4.05,1.7,4.52714285714286,3.78285714285714,1.79428571428571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"159","D1","23/01/16","Ingolstadt","Mainz","1","0","H",1,0,"H",9,7,4,4,21,16,3,1,2,2,0,0,2.4,3.2,3.1,2.5,3.2,2.8,2.6,3.2,2.6,2.45,3.22,3.32,2.5,3,3,2.45,3.25,3.13,2.4,3.22,3.41,2.47142857142857,3.18428571428571,3.05142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"160","D1","23/01/16","M'gladbach","Dortmund","1","3","A",0,1,"A",10,12,3,4,12,10,3,1,1,1,0,0,4.5,4.2,1.7,4.75,3.9,1.72,4.1,3.6,1.8,5,4.38,1.69,4.5,3.8,1.73,4.75,4.33,1.67,5.99,4.75,1.56,4.79857142857143,4.13714285714286,1.69571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"161","D1","24/01/16","Ein Frankfurt","Wolfsburg","3","2","H",0,1,"A",12,18,6,11,13,20,3,3,2,0,0,0,3.6,3.5,2.05,3.5,3.6,2.05,3.3,3.3,2.1,3.7,3.72,2.08,3.5,3.4,2.1,3.4,3.7,2.1,3.52,3.58,2.19,3.50285714285714,3.54285714285714,2.09571428571429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"162","D1","24/01/16","Schalke 04","Werder Bremen","1","3","A",1,1,"D",20,17,4,6,14,13,13,1,1,3,0,0,1.67,4,5,1.67,3.8,5.25,1.75,3.5,4.5,1.68,4.19,5.37,1.7,3.75,5,1.67,4.2,5,1.71,4.22,4.99,1.69285714285714,3.95142857142857,5.01571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"163","D1","29/01/16","Mainz","M'gladbach","1","0","H",1,0,"H",13,12,2,7,13,11,8,4,0,2,0,0,2.6,3.4,2.7,2.6,3.3,2.7,2.6,3.2,2.6,2.57,3.59,2.84,2.6,3.4,2.62,2.55,3.5,2.8,2.42,3.65,3,2.56285714285714,3.43428571428571,2.75142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"164","D1","30/01/16","Augsburg","Ein Frankfurt","0","0","D",0,0,"D",7,13,2,6,18,8,4,2,2,2,0,0,1.95,3.6,4,2.05,3.3,3.6,2.1,3.3,3.3,2.04,3.67,3.88,2.1,3.2,3.75,2.05,3.6,3.6,1.99,3.76,3.97,2.04,3.49,3.72857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"165","D1","30/01/16","Darmstadt","Schalke 04","0","2","A",0,1,"A",6,11,2,7,13,20,2,9,3,2,0,0,3.4,3.4,2.15,3.4,3.3,2.2,2.9,3.3,2.3,3.54,3.5,2.21,3.3,3.2,2.25,3.4,3.5,2.15,3.35,3.48,2.3,3.32714285714286,3.38285714285714,2.22285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"166","D1","30/01/16","Dortmund","Ingolstadt","2","0","H",0,0,"D",11,5,6,3,15,18,4,1,4,2,0,0,1.17,7,19,1.17,7.25,17,1.22,5.5,12,1.17,8.3,21.5,1.17,7,17,1.15,8,19,1.28,5.91,14.53,1.19,6.99428571428571,17.1471428571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"167","D1","30/01/16","Leverkusen","Hannover","3","0","H",1,0,"H",14,7,6,2,10,21,6,6,0,3,0,0,1.25,6,12,1.3,5.5,10,1.35,4.8,7.6,1.3,5.93,11.92,1.3,5,11,1.29,6,10.5,1.28,6.54,11.81,1.29571428571429,5.68142857142857,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"168","D1","30/01/16","Stuttgart","Hamburg","2","1","H",0,0,"D",24,13,11,5,12,14,10,4,1,3,0,0,1.95,3.6,3.8,1.95,3.5,3.7,2.1,3.3,3.3,1.98,3.77,4,2,3.2,4,1.93,3.75,3.9,1.9,3.85,4.28,1.97285714285714,3.56714285714286,3.85428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"169","D1","30/01/16","Werder Bremen","Hertha","3","3","D",0,2,"A",16,12,6,4,19,16,6,6,3,3,0,0,2.5,3.3,2.8,2.6,3.2,2.75,2.6,3.2,2.6,2.65,3.4,2.87,2.62,3.1,2.8,2.55,3.4,2.8,2.57,3.4,2.97,2.58428571428571,3.28571428571429,2.79857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"170","D1","31/01/16","Bayern Munich","Hoffenheim","2","0","H",1,0,"H",29,5,9,2,11,11,10,2,1,1,0,0,1.08,13,21,1.11,9.5,23,1.1,8,20,1.11,12.3,28,1.11,9,26,1.08,12,26,1.09,13.97,30.2,1.09714285714286,11.11,24.8857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"171","D1","31/01/16","Wolfsburg","FC Koln","1","1","D",0,0,"D",17,11,4,4,11,11,5,5,3,1,0,0,1.57,4,5.75,1.62,4,5.5,1.6,3.9,5,1.63,4.2,5.95,1.67,3.6,5.5,1.62,4.2,5.5,1.61,4.25,6.1,1.61714285714286,4.02142857142857,5.61428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"172","D1","05/02/16","M'gladbach","Werder Bremen","5","1","H",2,0,"H",17,15,9,4,14,12,2,7,1,2,0,0,1.7,4,4.5,1.75,3.8,4.2,1.8,3.5,4.2,1.78,4.2,4.57,1.73,4,4.33,1.75,4.2,4.3,1.71,4.36,4.86,1.74571428571429,4.00857142857143,4.42285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"173","D1","06/02/16","Ein Frankfurt","Stuttgart","2","4","A",0,2,"A",17,16,7,9,9,15,2,7,1,1,1,1,2.7,3.6,2.5,2.7,3.25,2.6,2.6,3.2,2.6,2.74,3.65,2.62,2.7,3.2,2.62,2.7,3.6,2.55,2.93,3.59,2.5,2.72428571428571,3.44142857142857,2.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"174","D1","06/02/16","Hannover","Mainz","0","1","A",0,1,"A",9,14,2,2,20,14,3,4,1,2,0,0,2.75,3.3,2.6,2.7,3.2,2.65,2.6,3.2,2.6,2.81,3.46,2.67,2.7,3.1,2.7,2.75,3.4,2.63,2.75,3.38,2.77,2.72285714285714,3.29142857142857,2.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"175","D1","06/02/16","Hertha","Dortmund","0","0","D",0,0,"D",10,9,4,2,11,16,3,3,0,2,0,0,6.5,4.33,1.5,6,4.33,1.53,5.6,3.9,1.55,6.82,4.43,1.54,6.5,4,1.53,6.5,4.4,1.53,6.5,4.3,1.58,6.34571428571429,4.24142857142857,1.53714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"176","D1","06/02/16","Ingolstadt","Augsburg","2","1","H",0,1,"A",24,7,4,2,17,22,8,3,2,3,0,0,2.5,3.1,3.1,2.5,3.2,2.8,2.4,3.3,2.75,2.48,3.16,3.33,2.5,3,3.1,2.4,3.2,3.2,2.53,3.18,3.22,2.47285714285714,3.16285714285714,3.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"177","D1","06/02/16","Leverkusen","Bayern Munich","0","0","D",0,0,"D",6,9,2,1,17,11,6,8,0,0,0,1,5.25,4.2,1.6,5.5,4.1,1.65,5.1,3.6,1.65,5.77,4.32,1.63,5,3.8,1.67,5.25,4.3,1.62,5.35,4.08,1.7,5.31714285714286,4.05714285714286,1.64571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"178","D1","06/02/16","Schalke 04","Wolfsburg","3","0","H",2,0,"H",15,14,3,2,15,14,6,6,2,3,0,0,2.45,3.5,2.8,2.45,3.4,2.9,2.4,3.3,2.75,2.46,3.55,3.01,2.4,3.2,3,2.45,3.5,2.88,2.48,3.54,2.99,2.44142857142857,3.42714285714286,2.90428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"179","D1","07/02/16","Hamburg","FC Koln","1","1","D",0,1,"A",5,20,4,6,17,5,4,10,5,2,0,0,2.5,3.2,3,2.5,3.2,2.8,2.5,3.3,2.65,2.58,3.25,3.08,2.6,3.1,2.8,2.5,3.25,3,2.94,3.26,2.68,2.58857142857143,3.22285714285714,2.85857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"180","D1","07/02/16","Hoffenheim","Darmstadt","0","2","A",0,1,"A",12,11,1,5,17,15,8,7,1,3,0,0,2,3.3,4,2,3.25,3.75,2,3.3,3.6,2.05,3.48,4.08,2,3.2,4,2,3.4,4,2.03,3.64,3.95,2.01142857142857,3.36714285714286,3.91142857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"181","D1","12/02/16","Mainz","Schalke 04","2","1","H",1,0,"H",11,14,4,3,7,17,5,7,3,1,0,0,2.9,3.4,2.45,2.9,3.25,2.5,2.6,3.2,2.6,3.04,3.47,2.48,2.75,3.4,2.5,2.9,3.4,2.45,2.83,3.36,2.71,2.84571428571429,3.35428571428571,2.52714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"182","D1","13/02/16","Darmstadt","Leverkusen","1","2","A",1,0,"H",12,14,6,3,20,16,3,6,6,3,0,0,4.75,3.75,1.75,5,3.6,1.75,4.2,3.5,1.8,5.13,3.79,1.78,4.5,3.5,1.8,4.8,3.8,1.75,4.34,3.46,2,4.67428571428571,3.62857142857143,1.80428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
