AR,HTR,VCD,PSH,HomeTeam,IWH,AC,HTAG,HF,B365D,AF,HY,Date,WHA,HST,B365H,HR,BWH,AS,PSA,PSD,B365A,HC,WHH,FTAG,Div,AY,VCA,AST,HTHG,IWD,FTHG,FTR,VCH,PSCH,BWA,AwayTeam,BWD,WHD,PSCA,PSCD,HS,IWA
0,A,4.4,6.06,Freiburg,5.6,3,1,10,4.33,6,2,21/04/2019,1.53,2,6.0,0,5.5,10,1.57,4.37,1.53,5,6.0,4,D1,0,1.55,6,0,4.4,0,A,6.0,6.37,1.55,Dortmund,4.2,4.33,1.49,4.89,9,1.55
0,D,3.5,2.7,Wolfsburg,2.65,6,0,10,3.6,8,2,22/04/2019,2.6,8,2.55,0,2.5,12,2.67,3.57,2.55,13,2.62,1,D1,3,2.63,3,0,3.4,1,D,2.63,2.97,2.6,Ein Frankfurt,3.5,3.5,2.36,3.77,21,2.65
0,D,4.33,4.66,Augsburg,4.2,3,1,11,4.33,8,1,26/04/2019,1.7,2,4.5,0,4.5,13,1.71,4.35,1.66,3,4.4,4,D1,0,1.73,7,1,4.1,1,A,4.4,4.87,1.67,Leverkusen,4.4,4.2,1.69,4.29,8,1.75
0,A,5.5,1.33,Dortmund,1.33,4,2,9,5.5,18,0,27/04/2019,10.0,2,1.3,2,1.3,8,10.11,5.54,9.0,2,1.3,4,D1,6,9.5,4,1,5.5,2,A,1.33,1.48,10.0,Schalke 04,5.5,5.5,7.13,4.63,8,8.4
0,D,5.0,1.5,Hoffenheim,1.5,3,1,13,4.75,9,2,28/04/2019,5.8,7,1.45,0,1.5,22,5.72,5.25,6.0,9,1.47,4,D1,2,6.0,10,1,5.0,1,A,1.5,1.45,5.5,Wolfsburg,5.0,5.0,6.62,5.23,19,5.4
0,A,4.2,4.67,Mainz,4.2,4,2,14,4.2,12,1,03/05/2019,1.73,6,4.5,0,4.5,15,1.74,4.21,1.7,6,4.5,3,D1,1,1.75,5,1,4.1,3,D,4.5,4.79,1.7,RB Leipzig,4.1,4.0,1.7,4.28,14,1.75
1,H,23.0,,Bayern Munich,1.05,0,0,9,21.0,5,0,04/05/2019,51.0,14,1.03,0,1.03,2,,,34.0,11,1.02,1,D1,3,46.0,1,2,15.0,3,H,1.03,,41.0,Hannover,17.5,19.0,,,27,37.0
0,D,3.75,2.22,Freiburg,2.15,4,1,12,3.75,11,2,05/05/2019,3.25,3,2.1,1,2.1,16,3.22,3.8,3.2,5,2.15,1,D1,3,3.2,3,1,3.65,1,D,2.15,2.29,3.3,Fortuna Dusseldorf,3.7,3.6,3.12,3.74,9,3.2
0,H,3.75,2.41,Augsburg,2.4,9,0,11,3.6,4,0,11/05/2019,2.88,3,2.4,0,2.35,24,2.93,3.72,2.8,1,2.38,4,D1,1,2.8,8,1,3.7,3,A,2.45,2.57,2.85,Hertha,3.7,3.6,2.71,3.76,5,2.8
0,D,4.6,1.61,Ein Frankfurt,1.6,6,0,10,4.2,20,1,12/05/2019,5.0,4,1.6,0,1.55,15,5.26,4.55,5.25,9,1.6,2,D1,1,5.0,4,0,4.55,0,A,1.62,1.53,5.25,Mainz,4.6,4.4,5.93,4.76,13,4.85
0,H,6.5,1.27,Bayern Munich,1.3,3,0,7,6.5,13,2,18/05/2019,12.0,14,1.25,0,1.25,6,11.22,6.22,10.0,5,1.25,1,D1,2,11.5,2,1,5.5,5,H,1.25,1.31,11.0,Ein Frankfurt,6.25,6.0,10.18,5.75,23,9.6
0,A,8.0,1.19,Bayern Munich,1.25,0,2,6,8.0,17,3,16/08/2019,15.0,7,1.14,0,1.18,6,15.3,7.73,15.0,12,1.18,2,D1,3,15.0,3,1,6.1,2,D,1.18,1.18,16.0,Hertha,7.0,7.5,17.38,8.49,17,11.0
0,D,6.5,1.23,Dortmund,1.25,0,1,8,7.0,6,0,17/08/2019,15.0,10,1.2,0,1.22,5,13.52,6.76,13.0,10,1.2,1,D1,0,15.0,1,1,6.1,5,H,1.22,1.16,12.5,Augsburg,6.5,6.5,20.11,8.37,23,11.0
0,H,3.7,2.33,Ein Frankfurt,2.3,5,0,16,3.6,9,3,18/08/2019,3.0,8,2.25,0,2.35,10,3.01,3.72,3.0,10,2.3,0,D1,1,2.9,1,1,3.75,1,H,2.3,2.13,2.95,Hoffenheim,3.5,3.6,3.36,3.81,17,2.9
0,H,4.8,6.44,FC Koln,6.5,8,0,11,4.75,10,2,23/08/2019,1.5,1,6.5,0,6.5,14,1.5,4.79,1.44,7,6.0,3,D1,1,1.5,6,1,4.3,1,A,6.25,6.21,1.42,Dortmund,4.75,4.6,1.55,4.57,13,1.5
1,D,3.4,2.31,Augsburg,2.2,4,0,16,3.4,19,3,24/08/2019,3.3,4,2.2,0,2.2,13,3.37,3.34,3.3,3,2.25,1,D1,1,3.3,1,0,3.4,1,D,2.25,2.5,3.2,Union Berlin,3.3,3.3,3.02,3.35,12,3.25
0,H,4.6,1.51,RB Leipzig,1.5,1,0,10,4.5,13,2,25/08/2019,6.0,5,1.5,0,1.45,11,6.28,4.75,6.0,4,1.5,1,D1,3,6.25,5,1,4.7,2,H,1.5,1.43,6.0,Ein Frankfurt,4.6,4.6,7.1,5.13,13,5.9
0,A,3.8,3.31,M'gladbach,3.4,5,1,17,4.0,19,3,30/08/2019,2.1,3,3.2,0,3.2,14,2.15,3.81,2.05,9,3.25,3,D1,2,2.15,6,0,3.5,1,A,3.25,3.1,2.1,RB Leipzig,3.8,3.75,2.28,3.72,11,2.1
0,H,12.0,1.1,Bayern Munich,1.12,1,1,16,11.0,12,3,31/08/2019,34.0,10,1.08,0,1.09,7,28.11,11.84,26.0,10,1.07,1,D1,3,36.0,4,2,9.0,6,H,1.06,1.11,26.0,Mainz,10.5,11.0,25.42,11.6,19,20.0
1,H,4.1,1.72,Werder Bremen,1.7,2,1,9,4.0,11,1,01/09/2019,4.8,5,1.72,0,1.65,12,4.98,4.02,4.5,4,1.7,2,D1,4,4.8,6,2,4.15,3,H,1.7,1.57,5.0,Augsburg,4.1,4.0,5.72,4.49,15,4.55
0,D,3.7,3.08,Fortuna Dusseldorf,3.05,8,1,7,3.5,14,0,13/09/2019,2.25,3,3.1,0,2.95,15,2.3,3.69,2.25,3,3.0,1,D1,2,2.3,6,1,3.4,1,D,3.0,3.18,2.3,Wolfsburg,3.6,3.7,2.22,3.78,12,2.3
0,H,3.8,3.6,Augsburg,3.4,11,0,8,3.6,8,2,14/09/2019,2.05,6,3.5,0,3.5,23,2.05,3.8,2.05,2,3.5,1,D1,1,2.1,3,2,3.5,2,H,3.3,3.91,2.0,Ein Frankfurt,3.75,3.6,1.91,4.02,9,2.1
0,A,4.2,1.7,Hoffenheim,1.7,4,2,10,4.2,6,0,15/09/2019,4.75,5,1.7,0,1.7,16,4.7,4.32,4.5,12,1.67,3,D1,2,4.75,8,0,4.0,0,A,1.7,2.0,4.5,Freiburg,4.2,4.2,3.93,3.66,22,4.7
0,H,4.2,1.65,Schalke 04,1.67,5,0,7,4.2,15,1,20/09/2019,5.25,6,1.61,0,1.65,14,5.33,4.16,5.0,5,1.65,1,D1,1,5.0,3,1,4.1,2,H,1.65,1.68,5.25,Mainz,3.9,4.0,5.24,4.1,19,4.9
1,H,10.0,1.13,Bayern Munich,1.12,4,0,15,10.0,20,4,21/09/2019,23.0,5,1.11,0,1.13,16,23.05,9.47,21.0,12,1.11,0,D1,0,21.0,2,1,9.3,4,H,1.11,1.12,19.5,FC Koln,9.0,9.0,25.44,10.38,24,18.5
0,A,4.2,1.71,M'gladbach,1.67,4,1,14,4.0,11,2,22/09/2019,4.75,11,1.66,0,1.67,18,4.95,4.07,5.0,10,1.67,1,D1,3,4.75,4,0,4.15,2,H,1.7,1.79,5.0,Fortuna Dusseldorf,4.0,4.2,4.6,3.94,23,4.55
0,D,3.9,1.97,Wolfsburg,1.93,6,1,11,3.75,18,2,23/09/2019,3.75,4,1.95,0,1.95,11,3.9,3.82,3.75,4,1.95,1,D1,4,3.6,5,1,3.9,1,D,2.0,2.13,3.5,Hoffenheim,3.9,3.75,3.37,3.78,12,3.6
0,D,3.7,3.03,Union Berlin,3.0,5,0,11,3.5,12,1,27/09/2019,2.3,5,3.0,0,3.0,14,2.32,3.71,2.3,4,3.0,2,D1,1,2.3,6,0,3.5,1,A,2.9,2.99,2.3,Ein Frankfurt,3.6,3.6,2.43,3.53,12,2.3
0,A,4.6,4.79,Augsburg,4.55,3,1,16,4.5,9,4,28/09/2019,1.63,1,5.0,0,5.0,11,1.65,4.65,1.6,1,4.75,3,D1,0,1.65,5,0,4.5,0,A,4.5,4.32,1.6,Leverkusen,4.5,4.4,1.78,4.25,8,1.63
0,D,3.6,2.5,Fortuna Dusseldorf,2.45,1,1,9,3.4,9,2,29/09/2019,2.75,7,2.37,0,2.4,9,2.79,3.68,2.87,5,2.45,2,D1,2,2.8,3,1,3.55,1,A,2.45,2.6,2.9,Freiburg,3.5,3.6,2.79,3.48,17,2.75
0,H,4.2,1.68,Hertha,1.8,2,1,17,4.0,18,3,04/10/2019,5.0,3,1.65,0,1.67,9,5.12,4.17,4.75,9,1.67,1,D1,3,4.8,3,2,3.7,3,H,1.67,1.67,4.75,Fortuna Dusseldorf,4.2,4.0,5.0,4.29,16,4.4
0,D,10.5,1.1,Bayern Munich,1.11,3,0,8,9.0,12,2,05/10/2019,23.0,4,1.11,0,1.12,8,26.13,10.81,26.0,9,1.1,2,D1,0,26.0,5,0,10.0,1,A,1.1,1.11,18.5,Hoffenheim,10.0,10.0,23.47,11.32,20,20.0
0,H,4.6,1.54,M'gladbach,1.55,7,0,9,4.33,9,1,06/10/2019,5.8,9,1.5,0,1.53,13,5.95,4.66,6.5,2,1.52,1,D1,2,5.4,3,4,4.55,5,H,1.5,1.56,6.0,Augsburg,4.4,4.5,5.79,4.58,13,5.5
0,H,3.9,2.9,Ein Frankfurt,2.8,1,0,11,3.9,12,1,18/10/2019,2.3,5,2.75,0,2.85,19,2.34,3.89,2.3,4,2.88,0,D1,1,2.3,10,2,3.6,3,H,2.8,2.79,2.3,Leverkusen,3.75,3.75,2.43,3.85,10,2.4
0,D,8.5,16.25,Augsburg,13.0,7,1,10,8.0,6,3,19/10/2019,1.15,7,15.0,0,16.0,24,1.16,8.41,1.16,3,17.0,2,D1,3,1.17,9,1,7.0,2,D,13.0,19.86,1.17,Bayern Munich,7.75,8.0,1.13,9.57,9,1.2
0,H,4.4,1.69,FC Koln,1.75,9,0,6,4.5,7,0,20/10/2019,4.6,6,1.65,0,1.67,9,4.65,4.42,4.33,6,1.65,0,D1,0,4.2,1,1,4.0,3,H,1.65,1.74,4.6,Paderborn,4.2,4.33,4.35,4.44,16,4.3
0,D,3.6,2.59,Mainz,2.6,10,1,20,3.6,9,2,25/10/2019,2.7,6,2.5,0,2.55,16,2.74,3.58,2.62,5,2.5,1,D1,2,2.7,8,1,3.35,3,H,2.5,2.57,2.7,FC Koln,3.5,3.6,2.67,3.76,18,2.7
0,H,11.5,1.11,Bayern Munich,1.12,2,0,9,12.0,15,0,26/10/2019,21.0,10,1.09,0,1.11,6,22.05,10.36,19.0,8,1.1,1,D1,1,21.0,4,1,9.0,2,H,1.1,1.11,16.5,Union Berlin,11.0,11.0,23.13,10.96,21,20.0
0,D,4.3,1.59,Wolfsburg,1.6,3,0,12,4.33,13,0,27/10/2019,5.8,3,1.57,0,1.6,10,5.95,4.24,5.5,5,1.57,0,D1,0,5.2,5,0,4.15,0,D,1.55,1.64,5.25,Augsburg,4.33,4.2,5.52,4.13,14,5.5
0,H,5.0,1.45,Hoffenheim,1.45,4,0,7,4.75,12,0,01/11/2019,7.0,7,1.4,0,1.45,9,6.54,5.16,7.0,4,1.42,0,D1,1,6.5,2,3,4.75,3,H,1.44,1.47,6.5,Paderborn,4.75,5.0,6.51,5.06,12,6.5
0,D,4.5,1.56,Dortmund,1.55,2,0,12,4.5,18,1,02/11/2019,6.5,8,1.5,0,1.5,12,6.67,4.14,6.5,7,1.5,0,D1,3,5.75,3,0,4.2,3,H,1.53,1.52,6.5,Wolfsburg,4.33,4.33,6.78,4.38,17,5.9
0,H,3.7,2.77,Fortuna Dusseldorf,2.7,4,0,10,3.4,20,1,03/11/2019,2.5,3,2.8,0,2.7,8,2.51,3.69,2.5,3,2.7,0,D1,3,2.4,1,1,3.65,2,H,2.63,2.96,2.45,FC Koln,3.7,3.6,2.48,3.46,9,2.45
0,H,3.6,2.62,FC Koln,2.6,7,0,21,3.6,14,4,08/11/2019,2.62,3,2.5,0,2.6,15,2.69,3.62,2.7,5,2.55,2,D1,3,2.63,5,1,3.5,1,A,2.6,2.29,2.6,Hoffenheim,3.6,3.6,3.03,3.81,11,2.6
0,A,4.0,4.19,Hertha,4.0,5,2,12,4.0,12,2,09/11/2019,1.85,3,4.2,0,4.2,10,1.86,3.93,1.8,0,4.0,4,D1,1,1.85,7,1,3.85,2,A,3.9,4.56,1.8,RB Leipzig,3.9,3.8,1.72,4.3,7,1.85
0,H,4.2,1.75,M'gladbach,1.73,8,0,17,4.1,11,5,10/11/2019,4.33,7,1.72,1,1.72,16,4.47,4.21,4.33,3,1.75,1,D1,4,4.1,7,2,4.15,3,H,1.7,2.04,4.5,Werder Bremen,4.0,4.0,3.56,3.88,17,4.4
0,A,9.0,1.15,Dortmund,1.17,2,3,8,9.0,7,3,22/11/2019,17.0,7,1.14,0,1.15,10,17.75,8.81,15.0,10,1.15,3,D1,1,15.0,4,0,8.0,3,D,1.15,1.16,16.5,Paderborn,8.5,8.0,16.56,8.25,18,14.0
1,A,3.7,2.04,Ein Frankfurt,2.0,1,1,13,3.6,22,3,23/11/2019,3.6,9,2.0,0,2.0,9,3.68,3.76,3.6,12,2.0,2,D1,5,3.5,6,0,3.7,0,A,2.05,2.13,3.6,Wolfsburg,3.7,3.7,3.52,3.61,17,3.55
1,H,3.6,2.62,Augsburg,2.6,3,0,8,3.5,18,0,24/11/2019,2.62,5,2.62,0,2.55,5,2.67,3.66,2.62,3,2.6,0,D1,2,2.55,1,2,3.5,4,H,2.5,2.68,2.65,Hertha,3.6,3.5,2.6,3.68,14,2.6
0,D,4.0,1.74,Schalke 04,1.7,4,1,12,4.0,13,1,29/11/2019,5.0,8,1.66,0,1.67,17,5.15,3.82,4.75,7,1.7,1,D1,4,4.6,7,1,3.8,2,H,1.73,1.72,5.0,Union Berlin,4.0,3.8,5.4,3.78,17,5.0
1,A,4.0,1.91,FC Koln,2.0,8,1,15,4.0,17,8,30/11/2019,3.9,6,1.95,1,1.95,11,4.03,3.89,3.5,4,1.88,1,D1,3,3.75,4,0,3.6,1,D,1.9,2.03,3.7,Augsburg,3.8,3.8,3.69,3.79,13,3.6
0,D,4.4,1.58,M'gladbach,1.57,3,1,13,4.2,15,3,01/12/2019,5.5,13,1.53,0,1.57,13,5.58,4.56,6.0,2,1.57,2,D1,2,5.2,5,1,4.4,4,H,1.53,1.55,5.5,Freiburg,4.33,4.33,6.22,4.42,22,5.5
1,A,3.75,2.91,Mainz,2.8,6,1,13,3.75,10,1,02/12/2019,2.4,8,2.8,0,2.8,14,2.45,3.6,2.37,8,2.8,1,D1,2,2.3,4,0,3.55,2,H,2.7,3.04,2.35,Ein Frankfurt,3.7,3.6,2.25,3.91,18,2.4
0,A,4.0,1.85,Ein Frankfurt,1.85,1,1,11,3.9,15,3,06/12/2019,4.2,6,1.8,0,1.8,9,4.16,4.04,4.2,16,1.8,2,D1,4,4.0,3,0,3.8,2,D,1.83,1.82,4.2,Hertha,3.9,3.9,4.38,3.95,25,4.0
0,D,3.7,2.28,Augsburg,2.25,2,1,13,3.6,14,2,07/12/2019,3.0,5,2.2,0,2.35,12,3.11,3.7,3.1,8,2.3,1,D1,2,2.9,3,1,3.6,2,H,2.3,2.17,2.9,Mainz,3.6,3.6,3.2,3.9,18,3.0
0,H,3.5,2.19,Union Berlin,2.15,5,0,21,3.5,19,1,08/12/2019,3.3,5,2.15,0,2.2,14,3.39,3.6,3.3,3,2.15,0,D1,3,3.25,4,1,3.5,2,H,2.1,2.14,3.3,FC Koln,3.4,3.5,3.56,3.55,11,3.3
0,D,4.0,1.85,Hoffenheim,1.85,1,1,10,4.0,7,1,13/12/2019,4.0,8,1.8,0,1.85,6,4.11,4.06,4.2,11,1.83,4,D1,0,3.9,4,1,3.8,2,A,1.85,1.95,4.0,Augsburg,3.9,3.9,3.81,3.94,19,4.05
0,H,8.5,1.15,Bayern Munich,1.15,2,1,13,9.0,12,2,14/12/2019,17.0,14,1.14,0,1.14,11,18.35,8.78,15.0,8,1.14,1,D1,2,19.0,2,2,8.2,6,H,1.14,1.11,17.5,Werder Bremen,8.5,8.5,21.16,11.24,29,15.5
0,D,3.4,2.62,Wolfsburg,2.6,2,1,20,3.4,15,3,15/12/2019,2.75,7,2.7,0,2.6,6,2.81,3.43,2.6,5,2.6,1,D1,3,2.63,5,1,3.45,2,H,2.55,2.68,2.65,M'gladbach,3.5,3.3,2.69,3.51,17,2.65
0,A,4.1,1.84,Werder Bremen,1.85,5,4,13,4.2,13,2,17/12/2019,4.0,5,1.75,0,1.8,19,4.2,4.01,4.2,8,1.83,5,D1,2,3.9,8,0,3.9,0,A,1.83,1.71,4.1,Mainz,4.0,3.9,4.67,4.29,15,3.9
0,D,4.4,1.54,Leverkusen,1.6,4,0,12,4.33,16,2,18/12/2019,6.0,7,1.5,0,1.57,10,6.27,4.44,6.5,5,1.53,1,D1,3,5.75,5,0,4.2,0,A,1.55,1.52,6.0,Hertha,4.0,4.33,6.33,4.58,17,5.3
0,A,4.0,3.81,Hoffenheim,4.0,8,1,8,4.0,12,0,20/12/2019,1.88,3,3.6,0,3.8,12,1.93,4.01,1.9,0,3.8,1,D1,1,1.91,5,0,3.8,2,H,3.7,4.5,1.87,Dortmund,3.9,3.9,1.71,4.36,11,1.85
0,D,8.0,1.17,Bayern Munich,1.2,6,0,7,8.5,7,2,21/12/2019,17.0,8,1.14,0,1.14,10,17.81,7.86,17.0,12,1.17,0,D1,2,17.0,3,0,7.4,2,H,1.17,1.22,17.0,Wolfsburg,8.5,7.5,13.38,6.86,18,12.0
0,H,3.3,2.87,Fortuna Dusseldorf,2.75,5,0,8,3.25,18,2,22/12/2019,2.55,8,2.75,0,2.7,17,2.61,3.31,2.62,7,2.8,1,D1,4,2.55,6,1,3.3,2,H,2.7,3.07,2.7,Union Berlin,3.25,3.3,2.42,3.39,22,2.6
0,D,3.6,2.76,Schalke 04,2.65,8,0,13,3.6,17,3,17/01/2020,2.6,7,2.62,0,2.65,14,2.59,3.49,2.55,8,2.62,0,D1,4,2.5,5,0,3.5,2,H,2.7,2.73,2.6,M'gladbach,3.5,3.5,2.58,3.56,13,2.55
0,H,4.4,4.99,Augsburg,4.6,6,0,4,4.33,5,0,18/01/2020,1.63,5,4.75,0,4.5,17,1.66,4.33,1.65,2,4.8,5,D1,1,1.67,8,1,4.2,3,A,4.6,5.57,1.65,Dortmund,4.1,4.33,1.54,4.81,13,1.67
0,D,5.75,8.5,Hertha,7.2,4,0,7,5.75,14,3,19/01/2020,1.33,1,10.0,0,8.5,20,1.36,5.49,1.3,0,8.5,4,D1,1,1.3,10,0,5.0,0,A,8.0,10.25,1.3,Bayern Munich,5.5,5.5,1.25,7.12,6,1.4
0,H,6.25,1.29,Dortmund,1.3,3,0,6,6.0,7,1,24/01/2020,9.5,9,1.28,0,1.28,11,9.78,6.43,9.0,1,1.29,1,D1,1,9.5,5,2,5.8,5,H,1.29,1.27,9.5,FC Koln,6.0,6.0,10.46,6.7,14,9.0
0,D,4.33,4.14,Ein Frankfurt,4.0,6,0,8,4.33,10,1,25/01/2020,1.75,5,4.0,0,4.1,22,1.79,4.28,1.75,4,4.2,0,D1,2,1.75,4,0,4.2,2,H,4.1,4.72,1.78,RB Leipzig,4.1,4.2,1.68,4.4,7,1.77
0,D,3.7,2.5,Werder Bremen,2.4,4,0,14,3.6,15,2,26/01/2020,2.8,3,2.37,0,2.4,9,2.77,3.67,2.8,7,2.4,3,D1,2,2.63,4,0,3.7,0,A,2.38,2.48,2.75,Hoffenheim,3.7,3.6,2.79,3.68,16,2.75
0,D,3.4,2.73,Hertha,2.75,7,0,9,3.4,9,1,31/01/2020,2.7,0,2.7,0,2.75,13,2.69,3.4,2.6,3,2.7,0,D1,1,2.63,5,0,3.3,0,D,2.7,2.95,2.6,Schalke 04,3.3,3.25,2.55,3.31,9,2.6
0,A,3.75,2.07,Augsburg,2.05,3,1,8,3.7,17,2,01/02/2020,3.4,4,2.05,0,2.1,7,3.52,3.77,3.4,5,2.05,1,D1,5,3.4,1,0,3.75,2,H,2.05,2.18,3.3,Werder Bremen,3.7,3.7,3.25,3.74,14,3.35
0,H,3.6,2.07,FC Koln,2.05,6,0,13,3.6,9,3,02/02/2020,3.6,9,2.05,0,2.05,9,3.61,3.66,3.5,10,2.05,0,D1,1,3.4,2,1,3.65,4,H,2.0,2.04,3.3,Freiburg,3.6,3.5,3.71,3.66,24,3.45
0,H,3.75,1.95,Ein Frankfurt,1.9,4,0,7,3.75,5,1,07/02/2020,4.0,9,1.9,0,1.9,8,4.09,3.65,3.8,1,1.91,0,D1,0,3.8,5,1,3.7,5,H,1.93,2.0,3.9,Augsburg,3.75,3.6,3.93,3.63,13,3.9
0,H,3.6,2.57,Freiburg,2.55,10,0,10,3.6,13,3,08/02/2020,2.7,6,2.5,0,2.55,21,2.75,3.56,2.62,5,2.55,0,D1,3,2.7,6,1,3.55,1,H,2.5,2.73,2.65,Hoffenheim,3.6,3.5,2.59,3.56,12,2.65
0,D,5.25,1.45,Bayern Munich,1.45,3,0,8,5.5,12,2,09/02/2020,6.5,3,1.4,0,1.42,8,6.47,5.21,6.5,11,1.42,0,D1,2,6.0,1,0,4.8,0,D,1.4,1.47,6.5,RB Leipzig,5.25,5.25,6.01,5.33,10,6.5
0,H,5.2,1.45,Dortmund,1.45,0,0,7,5.5,3,0,14/02/2020,6.5,7,1.4,0,1.42,1,6.91,4.99,6.5,5,1.44,0,D1,1,6.25,0,1,4.8,4,H,1.44,1.42,6.5,Ein Frankfurt,5.25,5.0,7.34,5.15,17,6.5
0,H,3.7,2.07,Augsburg,2.05,3,0,19,3.6,5,4,15/02/2020,3.5,3,2.0,0,2.05,20,3.65,3.62,3.6,0,2.05,1,D1,1,3.5,5,1,3.65,1,D,2.05,2.12,3.5,Freiburg,3.6,3.6,3.52,3.6,10,3.5
0,A,7.0,12.16,FC Koln,11.0,6,3,12,7.5,10,1,16/02/2020,1.22,6,12.0,0,12.0,26,1.23,6.82,1.2,1,13.0,4,D1,3,1.2,8,0,6.1,1,A,10.5,8.87,1.2,Bayern Munich,7.25,6.5,1.3,6.34,13,1.25
0,D,15.0,1.07,Bayern Munich,1.07,1,1,3,13.0,9,1,21/02/2020,41.0,9,1.05,0,1.06,5,30.0,13.61,34.0,11,1.05,2,D1,3,31.0,4,1,13.0,3,H,1.06,1.07,29.0,Paderborn,14.0,15.0,36.12,15.37,18,25.0
0,A,3.75,1.93,Freiburg,2.0,4,1,13,3.8,10,1,22/02/2020,3.9,4,1.9,0,1.91,9,3.93,3.88,4.0,7,1.91,2,D1,4,3.9,4,0,3.5,0,A,1.93,1.93,3.9,Fortuna Dusseldorf,3.7,3.7,4.0,3.79,15,3.7
0,H,4.6,1.47,Leverkusen,1.48,3,0,8,4.5,12,2,23/02/2020,7.0,4,1.5,0,1.45,8,7.03,4.7,6.0,2,1.47,0,D1,4,6.0,3,1,4.7,2,H,1.45,1.55,7.0,Augsburg,4.6,4.5,5.32,4.94,9,6.1
0,D,3.7,1.91,Ein Frankfurt,1.9,6,0,10,3.6,15,3,24/02/2020,4.0,3,1.9,0,1.91,11,4.2,3.72,4.0,14,1.88,2,D1,4,3.75,7,0,3.65,1,A,1.87,1.92,4.1,Union Berlin,3.5,3.7,4.11,3.74,21,3.9
0,H,3.4,2.38,Fortuna Dusseldorf,2.4,5,0,11,3.3,11,2,28/02/2020,3.0,5,2.37,0,2.4,16,3.13,3.41,3.0,3,2.35,3,D1,2,3.1,7,3,3.3,3,D,2.3,2.24,3.0,Hertha,3.3,3.4,3.43,3.4,14,3.0
0,D,3.8,3.61,Augsburg,3.45,3,0,11,3.8,6,3,29/02/2020,2.0,3,3.4,0,3.6,15,2.05,3.75,2.05,5,3.5,3,D1,2,2.05,7,0,3.75,2,A,3.4,3.89,2.0,M'gladbach,3.7,3.75,1.93,3.9,8,2.0
0,H,3.25,2.73,Union Berlin,2.65,6,0,8,3.2,13,1,01/03/2020,2.7,3,2.62,0,2.75,14,2.79,3.25,2.7,1,2.7,2,D1,2,2.63,3,1,3.2,2,D,2.6,2.86,2.65,Wolfsburg,3.25,3.2,2.62,3.31,6,2.75
0,A,3.8,3.28,Paderborn,3.15,9,2,8,4.0,12,3,06/03/2020,2.1,2,3.0,0,3.3,15,2.14,3.84,2.1,5,3.2,2,D1,4,2.1,3,0,3.8,1,A,3.25,3.24,2.05,FC Koln,3.9,3.8,2.12,3.97,16,2.1
1,H,3.4,2.38,Freiburg,2.3,2,0,5,3.4,20,2,07/03/2020,3.1,4,2.3,0,2.35,14,3.17,3.36,3.1,7,2.3,1,D1,3,3.1,4,1,3.4,3,H,2.3,2.4,2.95,Union Berlin,3.5,3.4,3.27,3.22,9,3.05
0,D,11.0,1.07,Bayern Munich,1.12,4,0,4,10.0,7,1,08/03/2020,29.0,6,1.11,0,1.11,8,29.28,11.2,21.0,9,1.08,0,D1,0,22.0,2,0,9.0,2,H,1.07,1.12,21.0,Augsburg,10.0,11.0,20.99,10.25,17,20.0
0,H,4.2,1.84,M'gladbach,1.8,3,0,14,4.0,14,1,11/03/2020,4.0,5,1.72,0,1.72,16,4.26,3.91,4.2,6,1.78,1,D1,2,4.1,3,1,4.05,2,H,1.8,2.0,4.4,FC Koln,4.1,4.2,3.71,3.82,12,4.05
0,A,3.5,3.52,Augsburg,2.9,1,1,8,3.5,11,1,16/05/2020,2.15,3,3.4,0,3.4,17,2.15,3.53,2.1,3,3.4,2,D1,3,2.15,5,0,3.5,1,A,3.4,3.45,2.15,Wolfsburg,3.4,3.4,2.18,3.66,8,2.4
0,H,3.9,1.87,FC Koln,1.77,7,0,20,3.9,15,4,17/05/2020,4.0,6,1.85,0,1.91,11,4.11,3.94,3.9,5,1.85,2,D1,2,3.8,5,1,4.05,2,D,1.83,1.83,3.75,Mainz,3.8,3.8,4.4,3.99,16,4.15
0,A,4.0,4.86,Werder Bremen,3.85,9,2,15,4.0,14,2,18/05/2020,1.7,1,4.75,0,4.75,13,1.71,4.1,1.66,2,4.8,4,D1,1,1.7,6,1,4.05,1,A,4.4,4.1,1.72,Leverkusen,3.9,3.9,1.9,3.96,9,1.85
0,D,3.4,2.43,Hertha,2.3,6,0,12,3.4,12,2,22/05/2020,3.0,8,2.3,0,2.35,7,3.16,3.4,3.0,4,2.35,0,D1,1,3.0,0,0,3.3,4,H,2.4,2.37,3.1,Union Berlin,3.3,3.4,3.22,3.44,14,3.15
1,A,3.7,2.21,Freiburg,2.25,2,1,12,3.75,18,0,23/05/2020,3.2,8,2.15,0,2.2,11,3.2,3.73,3.0,7,2.2,1,D1,3,3.13,3,0,3.5,0,A,2.2,2.14,3.1,Werder Bremen,3.6,3.6,3.42,3.66,15,3.1
0,A,3.5,2.09,Schalke 04,2.05,2,1,14,3.5,11,0,24/05/2020,3.6,2,2.0,0,2.05,9,3.64,3.56,3.6,3,2.05,3,D1,2,3.5,7,0,3.45,0,A,2.0,2.05,3.7,Augsburg,3.4,3.5,3.94,3.51,12,3.6
